product_description,category,price,customer_age,is_member,treatment,outcome
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,19.64,43,1,1,31.13
"Luxury hand-poured soy candle, wild fig and cassis scent",home,50.32,62,1,1,71.14
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,202.9,29,1,0,228.26
"Handwoven sustainable rattan storage basket, fair trade certified",home,43.19,39,0,0,39.67
"Natural Belgian linen tablecloth, hand-hemmed edges",home,118.57,31,1,0,133.92
"Soft two-ply facial tissues, standard box of 160 sheets",home,2.57,69,1,0,9.3
"Artisan smoked sea salt collection, applewood and hickory varieties",food,26.18,49,1,0,32.89
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,64.34,23,0,1,72.37
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.39,25,1,1,14.17
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,351.23,23,1,0,318.41
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,205.79,24,1,0,210.89
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,265.92,62,0,0,271.33
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,14.1,29,1,1,24.61
"Generic instant coffee, standard freeze-dried blend 200g jar",food,5.73,35,0,1,10.4
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,37.17,70,1,0,50.32
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,12.5,54,1,1,36.2
"Generic alkaline AA batteries, standard pack of eight",electronics,6.33,19,1,0,9.19
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,51.61,46,1,1,62.83
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,13.73,64,1,1,38.82
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,2.85,27,1,1,15.05
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,13.91,36,0,1,18.48
"Clear stackable plastic storage bin, medium size with lid",home,5.79,38,0,1,26.47
"Artisan smoked sea salt collection, applewood and hickory varieties",food,27.98,45,0,0,29.14
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,41.92,19,0,0,44.86
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,72.86,26,1,1,93.55
"Milk chocolate candy bar, standard size individually wrapped",food,1.78,26,0,0,4.82
"Artisan raw wildflower honey collection, three regional varieties",food,42.34,29,0,1,61.84
"Organic cold pressed green juice, turmeric ginger daily blend",food,11.7,43,0,0,16.0
"Store brand orange juice from concentrate, standard carton",food,3.54,56,1,0,9.29
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,48.56,50,1,0,56.42
"Basic white cotton washcloth, standard size single pack",home,2.04,63,0,1,11.54
"Generic snap-on phone case, standard universal fit clear",electronics,5.52,66,1,1,14.78
"Clear plastic food storage container set, snap lid microwave safe",home,9.05,34,1,1,28.02
"Standard plastic clothes hangers, adult size pack of 10",home,5.02,58,1,1,13.8
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,199.2,30,0,0,220.3
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,127.48,46,1,1,147.5
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,5.0,59,0,1,18.81
"Generic alkaline AA batteries, standard pack of eight",electronics,5.66,41,1,1,17.58
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,69.07,32,0,0,86.2
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,109.08,52,1,0,107.73
"Basic heat resistant silicone spatula, single piece design",home,4.86,24,0,1,17.46
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,47.53,58,1,0,60.12
"Clear plastic food storage container set, snap lid microwave safe",home,7.03,26,1,1,21.82
"Natural Belgian linen tablecloth, hand-hemmed edges",home,96.32,64,0,0,96.72
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,41.09,48,0,0,50.05
"Standard plastic measuring cup set, four piece nested",home,4.74,68,0,1,14.65
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,73.21,65,0,0,94.58
"Basic white cotton washcloth, standard size single pack",home,2.45,61,0,1,16.75
"Artisan smoked sea salt collection, applewood and hickory varieties",food,26.67,25,1,1,32.79
"Clear stackable plastic storage bin, medium size with lid",home,7.79,32,0,1,22.92
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.06,27,1,1,14.84
"Standard plastic clothes hangers, adult size pack of 10",home,4.45,64,0,1,13.8
"Basic white cotton washcloth, standard size single pack",home,2.06,29,0,1,9.18
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.3,62,1,1,28.98
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,79.75,47,1,0,79.5
"Standard plastic measuring cup set, four piece nested",home,4.97,54,1,1,18.62
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,38.23,70,1,1,61.61
"Budget wired earbuds, basic stereo sound with inline mic",electronics,6.57,60,0,1,25.65
"Unscented white tea light candles, paraffin bulk pack of 20",home,2.42,50,0,1,15.2
"Luxury hand-poured soy candle, wild fig and cassis scent",home,44.45,64,1,1,53.34
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,1.97,40,0,0,6.77
"Milk chocolate candy bar, standard size individually wrapped",food,1.84,62,1,1,20.59
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.21,46,1,1,13.07
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,76.01,44,0,1,98.19
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,53.11,36,0,1,63.72
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.83,56,1,1,24.54
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,42.07,66,1,0,51.62
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,21.84,52,0,1,33.78
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.14,25,0,1,10.09
"Artisan raw wildflower honey collection, three regional varieties",food,36.48,31,0,0,42.94
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.34,48,1,1,10.12
"Generic alkaline AA batteries, standard pack of eight",electronics,6.42,48,0,0,15.57
"Pre-sliced white sandwich bread, standard enriched loaf",food,1.88,61,1,1,17.52
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,43.16,67,1,0,51.8
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,65.94,28,0,0,75.61
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,60.64,31,0,0,66.89
"Clear stackable plastic storage bin, medium size with lid",home,5.84,22,0,0,4.1
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,44.0,53,0,1,63.96
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.66,66,0,1,15.88
"Clear plastic shower curtain liner, standard size with rings",home,6.32,32,1,1,11.72
"Store brand orange juice from concentrate, standard carton",food,2.44,28,1,1,14.28
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,129.75,28,0,0,126.09
"Generic instant coffee, standard freeze-dried blend 200g jar",food,6.28,50,0,1,22.25
"Store brand orange juice from concentrate, standard carton",food,2.48,48,1,0,12.15
"Basic foam sole flip flops, solid color unisex design",clothing,3.72,65,0,1,10.34
"Generic snap-on phone case, standard universal fit clear",electronics,6.47,22,0,1,17.92
"Generic instant coffee, standard freeze-dried blend 200g jar",food,4.88,39,0,1,15.54
"Artisan sourdough loaf, stone baked with ancient grain flour",food,10.59,69,0,0,15.6
"Natural Belgian linen tablecloth, hand-hemmed edges",home,108.0,46,1,0,116.15
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,62.11,26,0,0,65.72
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,47.24,48,0,0,56.44
"Clear plastic food storage container set, snap lid microwave safe",home,10.12,33,0,1,23.57
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,22.76,33,1,1,38.35
"Natural Belgian linen tablecloth, hand-hemmed edges",home,105.56,30,0,0,101.55
"Pre-sliced white sandwich bread, standard enriched loaf",food,1.61,20,1,1,21.92
"Generic snap-on phone case, standard universal fit clear",electronics,6.3,18,0,1,18.58
"Organic cold pressed green juice, turmeric ginger daily blend",food,11.38,56,0,1,22.39
"Handwoven sustainable rattan storage basket, fair trade certified",home,40.42,53,1,0,50.98
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,2.74,43,0,1,12.79
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.5,67,1,1,9.06
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,27.64,20,1,1,39.16
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,42.82,60,0,1,55.55
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,14.82,20,1,1,31.41
"Store brand orange juice from concentrate, standard carton",food,3.07,43,0,1,10.75
"Clear stackable plastic storage bin, medium size with lid",home,7.72,39,1,1,27.11
"Artisan raw wildflower honey collection, three regional varieties",food,44.33,45,1,1,62.2
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,91.34,50,1,0,107.06
"Budget wired earbuds, basic stereo sound with inline mic",electronics,8.3,50,1,0,20.54
"White unprinted paper napkins, two ply bulk pack of 200",home,3.25,67,1,1,13.68
"Artisan raw wildflower honey collection, three regional varieties",food,41.85,36,0,0,44.24
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,348.9,41,0,1,349.34
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,2.54,42,1,1,12.62
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,1.97,69,0,1,18.4
"Designer sunglasses, polarized titanium frame UV protection",accessories,202.24,35,1,1,230.13
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,16.21,49,1,1,38.66
"Generic alkaline AA batteries, standard pack of eight",electronics,6.01,23,1,1,14.76
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,227.79,50,0,0,229.37
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,162.69,46,0,1,176.01
"Budget wired earbuds, basic stereo sound with inline mic",electronics,6.4,28,1,1,24.53
"Hand blown borosilicate glass vase, contemporary geometric design",home,95.01,34,1,0,88.11
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,57.45,67,1,0,70.72
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.91,66,0,1,28.3
"Premium natural rubber yoga mat, non-slip cork surface",fitness,73.82,55,0,0,78.38
"Generic alkaline AA batteries, standard pack of eight",electronics,4.99,28,1,1,24.02
"Generic snap-on phone case, standard universal fit clear",electronics,7.26,66,1,1,22.36
"Generic drawstring tall kitchen trash bags, 30 count roll",home,4.73,52,0,1,24.42
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.34,53,0,1,17.3
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,220.84,56,1,0,217.97
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,103.69,32,1,0,121.99
"Generic alkaline AA batteries, standard pack of eight",electronics,5.02,61,0,1,17.86
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.69,46,1,1,19.74
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,2.38,41,1,0,4.96
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,338.66,54,0,0,363.12
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,161.22,54,1,0,182.16
"Organic cold pressed green juice, turmeric ginger daily blend",food,15.18,39,1,1,28.68
"Store brand orange juice from concentrate, standard carton",food,2.87,22,0,1,19.22
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,1.6,33,1,1,15.95
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,10.2,20,1,1,26.64
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,149.87,53,1,0,160.82
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,27.95,70,0,0,41.37
"Basic foam sole flip flops, solid color unisex design",clothing,3.73,47,0,1,18.7
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,47.95,69,1,0,44.63
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,37.02,49,0,0,37.64
"Clear plastic shower curtain liner, standard size with rings",home,7.07,53,1,1,27.29
"Natural Belgian linen tablecloth, hand-hemmed edges",home,114.57,51,0,0,101.91
"Artisan smoked sea salt collection, applewood and hickory varieties",food,23.11,39,0,0,23.9
"Luxury hand-poured soy candle, wild fig and cassis scent",home,48.29,66,0,0,54.59
"Pre-sliced white sandwich bread, standard enriched loaf",food,2.13,65,0,1,14.88
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,20.42,67,0,0,28.75
"Artisan sourdough loaf, stone baked with ancient grain flour",food,11.25,38,0,1,25.12
"Artisan smoked sea salt collection, applewood and hickory varieties",food,21.51,35,1,0,30.19
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,6.04,69,0,1,20.29
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,70.33,48,1,0,77.36
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,36.16,29,1,0,40.87
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,26.86,37,0,0,29.78
"Premium natural rubber yoga mat, non-slip cork surface",fitness,65.49,63,1,1,76.59
"Clear plastic shower curtain liner, standard size with rings",home,7.34,42,0,1,12.27
"Generic snap-on phone case, standard universal fit clear",electronics,7.73,46,0,1,18.14
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.4,49,1,1,16.99
"Luxury hand-poured soy candle, wild fig and cassis scent",home,58.23,31,1,1,77.16
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,68.29,47,0,0,61.01
"Basic latex exercise band, light resistance single band",fitness,4.16,45,1,1,18.81
"Generic instant coffee, standard freeze-dried blend 200g jar",food,6.48,69,1,1,14.91
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,42.5,49,0,0,42.49
"Generic drawstring tall kitchen trash bags, 30 count roll",home,4.8,24,1,0,2.67
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,24.18,63,0,1,42.36
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,146.12,24,1,0,145.97
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,11.39,52,0,0,14.88
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.56,51,0,1,16.82
